TicketID,first_name,surname,email,request,category,priority,priority_code,response,date,urgency,response_time_hours,started_at,closed_at,resolution_comment,Status,review_status,review_notes,routed_to,routed_at,risk_flags,transparency_note,approval_required,approval_status,ml_confidence,classification_method,category_confidence,priority_confidence,urgency_confidence,priority_method,urgency_method
T086,,,,My laptop crashed and payroll has not been processed,IT,High,3.2,This is a high-priority IT issue. The IT team is prioritising it and will resolve it as soon as possible.,2026-03-26,Not Immediate,39.9,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T087,,,,My laptop crashed and I need leave tomorrow,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,13.4,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T087,,,,My laptop crashed and I need leave tomorrow,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,18.4,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T088,,,,The system crashed and payment failed,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,67.5,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T088,,,,The system crashed and payment failed,Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,11.9,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T089,,,,My salary payment is missing,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,28.4,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T089,,,,My salary payment is missing,Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,40.8,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T090,,,,The delivery system is down and tracking is not working,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,3.1,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T090,,,,The delivery system is down and tracking is not working,Operations,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,69.5,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T091,,,,"The system crashed, payment failed, and staff cannot access their payroll during shipment delay.",IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,16.8,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T091,,,,"The system crashed, payment failed, and staff cannot access their payroll during shipment delay.",HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,20.3,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T091,,,,"The system crashed, payment failed, and staff cannot access their payroll during shipment delay.",Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,70.2,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T091,,,,"The system crashed, payment failed, and staff cannot access their payroll during shipment delay.",Operations,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,9.3,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T092,,,,My laptop crashed and I need leave,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,69.4,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T092,,,,My laptop crashed and I need leave,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,32.8,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T093,,,,My laptop crashed and I need leave,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,34.2,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T093,,,,My laptop crashed and I need leave,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,32.7,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T094,,,,My salary payment is missing,Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,26.9,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T094,,,,My salary payment is missing,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,17.5,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T095,,,,My laptop crashed and I need leave,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,22.4,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T095,,,,My laptop crashed and I need leave,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,31.1,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T096,,,,My laptop crashed and I need leave.,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,46.1,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T096,,,,My laptop crashed and I need leave.,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,5.9,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T097,,,,I have not received my payslip this month.,HR,Medium,2.2,Your request has been received and will be processed by HR in due course.,2026-03-26,Not Immediate,1.3,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T098,,,,The invoice for last month has not been paid.,Finance,Medium,2.2,Your request has been scheduled and will be processed by the Finance team soon.,2026-03-26,Not Immediate,48.1,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T099,,,,The warehouse stock is running low and shipments are delayed.,Operations,Medium,2.2,Your request has been scheduled and will be handled by Operations soon.,2026-03-26,Not Immediate,66.8,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T100,,,,My salary has not been processed and I need my leave balance updated.,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,28.9,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T100,,,,My salary has not been processed and I need my leave balance updated.,Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,48.2,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T101,,,,Payment for suppliers is delayed and inventory is affected.,Finance,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,37.1,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T101,,,,Payment for suppliers is delayed and inventory is affected.,Operations,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-26,Not Immediate,33.5,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T102,,,,We need maintenance for the machines.,Operations,Low,1.2,Your request has been logged and will be handled in the normal workflow.,2026-03-26,Not Immediate,52.8,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T103,,,,My order did not arrive on time.,Operations,Low,1.2,Your request has been logged and will be handled in the normal workflow.,2026-03-26,Not Immediate,45.8,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T104,,,,I need to take a leave for 3 weeks.,HR,Medium,2.2,Your request has been received and will be processed by HR in due course.,2026-03-30,Not Immediate,64.6,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T105,,,,My laptop is not working and my salary has not been paid.,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-30,Not Immediate,63.1,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T105,,,,My laptop is not working and my salary has not been paid.,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-03-30,Not Immediate,25.6,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T106,,,,My order will arrive late because payment was delayed. Fix that please.,Finance,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-01,Not Immediate,38.9,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T106,,,,My order will arrive late because payment was delayed. Fix that please.,Operations,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-01,Not Immediate,42.6,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T107,,,,My laptop is not working so payment has been delayed.,Finance,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-01,Not Immediate,38.9,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T107,,,,My laptop is not working so payment has been delayed.,IT,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-01,Not Immediate,32.3,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T108,,,,WiFi is not connecting.,IT,Low,1.2,Your request has been received and will be addressed by the IT team when resources are available.,2026-04-01,Not Immediate,56.1,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T109,,,,I need funds allocated for the event.,Finance,Low,1.2,Your request has been logged and will be processed when resources are available.,2026-04-01,Not Immediate,64.7,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T110,,,,The system is down for all users and the schedule for delivery is lost.,Operations,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-01,Not Immediate,17.2,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T110,,,,The system is down for all users and the schedule for delivery is lost.,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-01,Not Immediate,2.0,,,,Closed,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T111,,,,My pc is not working.,IT,Medium,2.2,Your request has been logged and scheduled. The IT team will resolve it in due course.,2026-04-05,Not Immediate,46.9,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T112,,,,I need an invoice for the payment made for the shipment.,Finance,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-05,Not Immediate,24.7,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T112,,,,I need an invoice for the payment made for the shipment.,Operations,Medium,2.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-05,Not Immediate,33.4,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T113,,,,I need clarity on the policy of overtime and tipping.,HR,Medium,2.2,Your request has been received and will be processed by HR in due course.,2026-04-05,Not Immediate,32.0,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T114,,,,I need money to be credited into my account by the end of today please.,Unclassified,Low,1.1,Your request has been received. It will be reviewed and assigned to the appropriate department.,2026-04-05,Immediate,66.0,,,,Closed,Irrelevant,Marked as irrelevant during review,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T115,,,,My salary is missing.,HR,High,3.2,This is a high-priority HR issue and will be handled with urgency.,2026-04-07,Not Immediate,15.8,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T116,,,,The WiFi connection is slow.,IT,Medium,2.2,Your request has been logged and scheduled. The IT team will resolve it in due course.,2026-04-09,Not Immediate,30.6,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T117,,,,I need a new keyboard and mouse.,IT,Low,1.2,Your request has been received and will be addressed by the IT team when resources are available.,2026-04-09,Not Immediate,62.0,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T118,,,,I need the shipment to arrive today.,Operations,Medium,2.1,Your request has been prioritised and will be handled by the Operations team today.,2026-04-09,Immediate,30.2,,,,In Progress,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T119,,,,My order has been delayed by 2 days. What is happening with the schedule?,Operations,Medium,2.2,Your request has been scheduled and will be handled by Operations soon.,2026-04-09,Not Immediate,45.3,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T120,,,,I want to get married.,HR,Low,1.2,Your request has been received. It will be reviewed and assigned to the appropriate department.,2026-04-15,Not Immediate,58.2,,,,Open,Routed,Not a valid business request.,HR,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T121,,,,My laptop is slow.,IT,Medium,2.2,Your request has been logged and scheduled. The IT team will resolve it in due course.,2026-04-15,Not Immediate,43.9,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T122,,,,I need to backup my files on the cloud but the system is slow.,IT,Medium,2.2,Your request has been logged and scheduled. The IT team will resolve it in due course.,2026-04-15,Not Immediate,38.3,,,,Open,,,,,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T123,,,,My OneDrive is not working. Please fix it now.,IT,Low,1.1,Your request has been received. It will be reviewed and assigned to the appropriate department.,2026-04-15,Immediate,48.8,,,,Open,Routed,Needs help with OneDrive account.,IT,2026-04-15 15:43:28,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T124,,,,My laptop is not working. I have not received my salary.,HR,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-16,Not Immediate,18.6,,,,Closed,,,,2026-04-16,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T124,,,,My laptop is not working. I have not received my salary.,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-16,Not Immediate,6.5,,,,Closed,,,,2026-04-16,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T125,,,,My laptop is slow.,IT,Medium,2.2,Your request has been logged and scheduled. The IT team will resolve it in due course.,2026-04-16,Not Immediate,33.7,,,,Open,,,,2026-04-16,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T126,,,,I need pay.,HR,Low,1.2,Your request has been logged and will be handled as part of standard HR processes.,2026-04-23,Not Immediate,65.8,,,,Open,,,HR,2026-04-23 09:42:00,,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T127,,,,My laptop cannot connect to the wifi and I need access today.,IT,Medium,2.1,Your request has been marked as urgent and will be attended to by the IT team today.,2026-04-23,Immediate,40.4,,,,Open,,,IT Department,2026-04-23 23:46:30,No major risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T128,,,,I want to report harassment from my supervisor and I need help immediately.,HR,High,3.1,All relevant departments will review your request and get back to you as soon as possible.,2026-04-23,Immediate,6.2,,,,Open,,,HR Department,2026-04-23 23:47:20,Sensitive HR issue - human review recommended,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T128,,,,I want to report harassment from my supervisor and I need help immediately.,Finance,High,3.1,All relevant departments will review your request and get back to you as soon as possible.,2026-04-23,Immediate,1.9,,,,Pending Approval,,,Finance Department,2026-04-23 23:47:20,No major risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",Yes,Pending,,Existing record,,,,Existing record,Existing record
T129,,,,There is a fraudulent payment on the account and I need urgent assistance.,Finance,High,3.1,This is a critical financial issue requiring immediate action. The Finance team is addressing it urgently.,2026-04-23,Immediate,4.5,,,,Pending Approval,,,Finance Department,2026-04-23 23:47:55,Potential financial risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",Yes,Pending,,Existing record,,,,Existing record,Existing record
T130,,,,I need help with something strange in the office and I am not sure who handles it.,Unclassified,Low,1.2,Your request has been received. It will be reviewed and assigned to the appropriate department.,2026-04-23,Not Immediate,66.3,,,,Pending Review,Not Reviewed,,Unclassified Queue,2026-04-23 23:48:20,Low confidence classification - manual review required,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T131,,,,My laptop cannot connect to the wifi and I need access today.,IT,Medium,2.1,Your IT request has been marked as urgent and will be attended to by the IT team today.,2026-04-24,Immediate,45.6,,,,Open,,,IT Department,2026-04-24 00:42:29,No major risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T132,,,,I want to report harassment from my supervisor immediately.,HR,High,3.1,All relevant departments will review your request and get back to you as soon as possible.,2026-04-24,Immediate,9.6,,,,Open,,,HR Department,2026-04-24 00:42:59,Sensitive HR issue - human review recommended,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T132,,,,I want to report harassment from my supervisor immediately.,Finance,High,3.1,All relevant departments will review your request and get back to you as soon as possible.,2026-04-24,Immediate,18.6,,,,Pending Approval,,,Finance Department,2026-04-24 00:42:59,No major risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",Yes,Pending,,Existing record,,,,Existing record,Existing record
T133,,,,There is a fraudulent payment from my account and I need help urgently.,Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-24,Not Immediate,11.4,,,,Pending Approval,,,Finance Department,2026-04-24 00:43:46,Potential financial risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",Yes,Pending,,Existing record,,,,Existing record,Existing record
T133,,,,There is a fraudulent payment from my account and I need help urgently.,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-04-24,Not Immediate,22.6,,,,Open,,,IT Department,2026-04-24 00:43:46,No major risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T134,,,,I need help with something strange and I am not sure who handles it.,Unclassified,Low,1.2,Your request has been received. It will be reviewed manually and assigned to the appropriate department.,2026-04-24,Not Immediate,70.7,,2026-05-14 09:36:32,Ticket marked as irrelevant during manual review.,Closed,Irrelevant,Marked as irrelevant during review,,2026-04-24 00:44:14,Low confidence classification - manual review required,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T135,,,,There is a fraudulent payment from my account and I need help urgently.,Finance,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-05-04,Not Immediate,2.9,,,,Pending Approval,,,Finance Department,2026-05-04 11:19:54,Potential financial risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",Yes,Pending,,Existing record,,,,Existing record,Existing record
T135,,,,There is a fraudulent payment from my account and I need help urgently.,IT,High,3.2,All relevant departments will review your request and get back to you as soon as possible.,2026-05-04,Not Immediate,20.4,,,,Open,,,IT Department,2026-05-04 11:19:54,No major risk detected,"This ticket was classified and responded to using AI-assisted rules. Human review may be required for sensitive, finance, or unclassified cases.",No,Not Required,,Existing record,,,,Existing record,Existing record
T136,,,,I need an invoice.,Finance,Medium,2.2,Your finance request has been scheduled and will be processed by the Finance team soon.,2026-05-04,Not Immediate,15.8,,,,Pending Approval,,,Finance Department,2026-05-04 15:36:27,No major risk detected,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",Yes,Pending,35.2,Hybrid ML + Rules,,,,Existing record,Existing record
T137,,,,The connection is slow,IT,Medium,2.2,Your IT request has been logged and scheduled. The IT team will resolve it according to support priority.,2026-05-04,Not Immediate,22.7,,,,Open,,,IT Department,2026-05-04 15:54:14,No major risk detected,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",No,Not Required,53.6,Hybrid ML + Rules,,,,Existing record,Existing record
T138,,,,There is a fraudulent payment on my account urgently,Finance,High,3.2,All relevant departments will review your request and respond through the appropriate workflow.,2026-05-04,Not Immediate,4.7,,,,Pending Approval,,,Finance Department,2026-05-04 15:54:32,Financial risk detected - approval or audit review recommended,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",Yes,Pending,53.3,Hybrid ML + Rules,,,,Existing record,Existing record
T138,,,,There is a fraudulent payment on my account urgently,IT,High,3.2,All relevant departments will review your request and respond through the appropriate workflow.,2026-05-04,Not Immediate,5.4,,,,Pending Approval,,,IT Department,2026-05-04 15:54:32,No major risk detected,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",Yes,Pending,53.3,Hybrid ML + Rules,,,,Existing record,Existing record
T139,,,,My laptop is not connecting and payment needs approval.,Finance,Medium,2.2,All relevant departments will review your request and respond through the appropriate workflow.,2026-05-05,Not Immediate,8.6,,,,Pending Approval,,,Finance Department,2026-05-05 09:43:25,No major risk detected,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",Yes,Pending,31.4,Hybrid ML + Rules,,,,Existing record,Existing record
T139,,,,My laptop is not connecting and payment needs approval.,IT,Medium,2.2,All relevant departments will review your request and respond through the appropriate workflow.,2026-05-05,Not Immediate,17.0,,,,Open,,,IT Department,2026-05-05 09:43:25,No major risk detected,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",No,Not Required,31.4,Hybrid ML + Rules,,,,Existing record,Existing record
T140,,,,My laptop is not connecting and payment needs approval.,Finance,Medium,2.2,All relevant departments will review your request and respond through the appropriate workflow.,2026-05-05,Not Immediate,16.2,2026-05-05 11:26:37,,,In Progress,,,Finance Department,2026-05-05 10:03:56,No major risk detected,"This ticket was classified using AI-assisted rule-based logic. Risk flags, sensitive cases, finance approvals, and unclassified tickets may require human review.",Yes,Approved,32.3,Rule-Based Backup,,,,Existing record,Existing record
